Point_ID,Y,Z
612,362.3012113296863,-26.77263660778367
613,362.29017309448545,-27.26564813259812
614,362.29004550989697,-27.270139160801214
615,362.206478520221,-29.697281861269573
616,362.20633604472084,-29.701821241578187
617,362.1316826412556,-32.33570266471615
618,361.9461615429508,-37.92646835194249
619,361.94536100470617,-37.941474454038776
620,361.0751152795658,-49.772968506747695
621,361.07354978078337,-49.801928604186905
622,360.8625349923216,-55.9003122222211
623,360.60381176626163,-61.98407604093717
624,360.6026911484755,-62.00117286860991
625,359.5727280666794,-73.62218291767044
626,359.5697629821009,-73.64651967480552
627,358.4917487835829,-80.58762218135011
628,358.49023584490186,-80.59782800045673
629,357.58156366591874,-87.03358592184088
630,357.573902382907,-87.07265602886565
631,356.0407953624595,-93.1527347043573
632,354.52230092756787,-99.01619728378442
633,354.50936432705043,-99.05655139028997
634,352.4825052096421,-104.32846407966561
635,352.4806657657409,-104.3331538372247
636,350.42009839790956,-109.48419798405975
637,350.4028383541595,-109.52130335530849
638,347.74846461936943,-114.49472586638973
639,347.7419385260594,-114.50644213232276
640,344.98566545432027,-119.25223891914267
641,344.9635013372854,-119.28604238490907
642,341.67948060760693,-123.74746204893792
643,341.6645382077858,-123.76644330578527
644,338.19072986614896,-127.89692489908926
645,338.1681933366314,-127.92141626793396
646,335.61507788319824,-130.45898241909953
647,335.6015183874393,-130.4718019317509
648,334.27332016007597,-131.66609484587804
649,334.255603467143,-131.68105692150039
650,332.3620069529762,-133.18201563382053
651,332.3545261682412,-133.1877926414418
652,330.4824860283584,-134.5960117850804
653,330.4536839747528,-134.61880802219446
654,330.0499348215812,-134.95484025997945
655,329.99999999999994,-134.98346997466942
656,329.95006517841875,-134.95484025997945
657,329.5547836041285,-134.62585541649304
658,329.5081998062562,-134.59008887901064
659,328.1188477194863,-133.60770444209544
660,328.09909038136817,-133.59272615914992
661,325.7426242245623,-131.67979211253484
662,325.7282963713871,-131.66754840305956
663,324.3984816125607,-130.4718019317509
664,324.38492211680176,-130.45898241909953
665,321.8318066633686,-127.92141626793396
666,321.80927013385104,-127.89692489908926
667,318.3354617922142,-123.76644330578527
668,318.32051939239307,-123.7474620489379
669,315.0364986627142,-119.28604238490863
670,315.01433454567996,-119.25223891914308
671,312.25806147394024,-114.50644213232222
672,312.25153538063097,-114.49472586639044
673,309.5971616458405,-109.52130335530849
674,309.57990160209044,-109.48419798405975
675,307.5193342342574,-104.33315383722052
676,307.51749479035965,-104.32846407967016
677,305.49063567294945,-99.05655139028977
678,305.4776987847457,-99.01619638638282
679,303.9603891250599,-93.15736952627513
680,302.4260974420179,-87.07265513603853
681,302.41843633408126,-87.03358592184088
682,301.50976415509814,-80.59782800045689
683,301.5082512164171,-80.58762218135026
684,300.4309650199159,-73.65120712384933
685,300.4272838312376,-73.6174251294153
686,299.69457099967616,-62.003112714448946
687,299.69295503868597,-61.98218319719985
688,299.13780002686985,-55.90581400810746
689,298.62162862145254,-49.7942162250672
690,298.6207304871558,-49.78063304473886
691,298.0543062511371,-37.9385485250227
692,298.0539811319733,-37.92940582958227
693,297.95444896260045,-33.65769344671528
694,297.92307767588255,-31.6095092914209
695,297.9231509789252,-31.59445036003059
696,298.0080530749572,-28.20440061778363
697,298.000325727857,-28.076938119147723
698,297.7907928694697,-26.653378005575053
699,297.69952284012714,-26.390141218410847
700,297.5181317207607,-26.178667612048947
701,297.27185981127246,-26.048383418956515
702,296.9949754753765,-26.01741748754489
703,293.8199354931328,-26.25994451769629
704,293.7774023791708,-26.260761377808407
705,291.93659939840535,-26.19108755363487
706,291.84320407631003,-26.193399648012655
707,288.6841519572067,-26.46999434560518
708,288.6775139155255,-26.470515959074657
709,285.5484467484318,-26.68834653038856
710,285.5367130896058,-26.688978042945138
711,277.2073008757293,-27.00593509058518
712,277.2038588893671,-27.00607401734248
713,276.2610448395049,-27.046306190215155
714,276.25540716592985,-27.046504117533882
715,275.873944447358,-27.057012473084093
716,275.1055232274295,-27.077294575963755
717,274.8171727653506,-27.08459914963313
718,274.81128240978205,-27.084701869049663
719,271.676955986302,-27.11462996280358
720,271.6639756701078,-27.11486674096915
721,268.37704504333504,-27.203406507661615
722,268.36922756571903,-27.203535209344444
723,263.015638604136,-27.23562113140469
724,262.0607080153183,-27.234930937787023
725,259.6909940554748,-27.225923294210503
726,259.6711325940502,-27.226111902655877
727,259.4047522727916,-27.232184552090743
728,259.3924430109078,-27.23226222635327
729,257.57226384316704,-27.21374549476277
730,257.55694822211,-27.213746726059036
731,255.44142789666859,-27.235608160604837
732,255.43600821965393,-27.235624836860644
733,255.2705586501818,-27.234933333326616
734,253.63306242127692,-27.22471444308912
735,253.59963597684632,-27.225254036544353
736,253.4265069842992,-27.231926802607813
737,253.40584592015955,-27.232150982875925
738,251.58089151748283,-27.20144651236298
739,251.56568138020387,-27.200880352115366
740,251.4641900681702,-27.19502924495353
741,251.20793827898078,-27.22488548276031
742,250.97713077731478,-27.340142897157225
743,250.79930496934546,-27.527050244307684
744,250.7492349371466,-27.602330404994017
745,250.00546839045748,-28.34784415972033
746,249.94781020234575,-28.3864435558493
747,249.87976166930324,-28.40000000000294
748,249.87762832977018,-28.40000000000283
749,249.48142335244899,-28.400000000005512
